Price,Close,High,Low,Open,Volume
Ticker,AUBANK.NS,AUBANK.NS,AUBANK.NS,AUBANK.NS,AUBANK.NS
Date,,,,,
2021-12-07,559.55,573.13,552.76,561.69,1389422
2021-12-08,577.21,579.88,561.72,566.67,1362088
2021-12-09,579.68,588.31,576.44,578.61,1251074
2021-12-10,577.09,582.59,570.27,580.60,960950
2021-12-13,577.26,587.54,569.30,580.10,878692
2021-12-14,581.54,589.30,572.14,579.53,1368224
2021-12-15,575.37,594.53,573.95,584.68,1579372
2021-12-16,570.92,588.28,567.36,580.10,1433492
2021-12-17,551.74,576.27,546.79,572.09,4305298
2021-12-20,497.26,547.16,490.17,528.86,6018086
2021-12-21,515.72,528.98,495.67,498.08,4676908
2021-12-22,510.99,523.31,508.16,515.72,1653732
2021-12-23,519.83,527.36,508.78,519.90,1713196
2021-12-24,511.32,522.54,506.59,519.90,1188550
2021-12-27,500.10,512.34,460.20,501.49,4667600
2021-12-28,490.60,508.73,488.56,506.96,2799888
2021-12-29,503.06,505.67,484.75,491.54,2573164
2021-12-30,519.08,528.06,497.51,500.50,6011386
2021-12-31,515.67,524.60,511.59,512.44,1480180
2022-01-03,530.00,540.55,517.36,517.36,3023554
2022-01-04,545.22,549.65,533.31,533.61,2864674
2022-01-05,581.77,621.59,555.30,565.15,20462010
2022-01-06,580.62,591.04,567.79,576.62,4974210
2022-01-07,607.46,611.44,582.74,584.58,6152482
2022-01-10,614.10,620.15,608.03,613.33,3429352
2022-01-11,646.17,651.14,614.43,617.91,7435854
